               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 132,            0.032479,            0.026074,                   0,             0.97508,             0.93228,             0.97847,             0.76385,            0.018745,           0.0096703,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.032952,            0.026603,                   0,             0.97511,             0.93244,             0.97864,             0.76427,            0.018731,           0.0096551,                   0,            0.005644,            0.005644,            0.005644
                 134,             0.03257,             0.02628,                   0,             0.97457,             0.93282,             0.97855,             0.76487,            0.018685,           0.0096289,                   0,            0.005611,            0.005611,            0.005611
                 135,             0.03241,            0.026245,                   0,             0.97538,             0.93298,             0.97895,             0.76574,            0.018652,           0.0096163,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.032206,            0.026117,                   0,             0.97616,              0.9334,             0.97907,             0.76681,            0.018607,           0.0095962,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.032593,            0.025776,                   0,             0.97474,             0.93447,             0.97908,             0.76752,            0.018552,           0.0095722,                   0,            0.005512,            0.005512,            0.005512
                 138,             0.03259,            0.026161,                   0,             0.97482,             0.93447,             0.97905,             0.76812,             0.01853,           0.0095635,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.031916,            0.025673,                   0,             0.97452,             0.93427,             0.97904,             0.76819,            0.018495,           0.0095494,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.032315,            0.026003,                   0,             0.97494,             0.93369,              0.9793,             0.76817,            0.018486,           0.0095384,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.032516,            0.026044,                   0,             0.97408,             0.93468,             0.97942,             0.76885,            0.018448,           0.0095271,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.032038,            0.026039,                   0,             0.97446,             0.93472,             0.97962,             0.76929,            0.018422,            0.009512,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.032386,            0.026346,                   0,             0.97409,             0.93542,             0.97965,             0.76944,            0.018415,           0.0095037,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.031932,            0.025858,                   0,             0.97384,             0.93549,             0.97969,             0.76975,            0.018392,            0.009493,                   0,            0.005281,            0.005281,            0.005281
                 145,             0.03242,            0.026063,                   0,             0.97407,             0.93543,             0.97973,             0.76993,            0.018359,           0.0094748,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.032312,            0.026171,                   0,             0.97381,             0.93596,             0.97977,             0.77078,            0.018328,           0.0094593,                   0,            0.005215,            0.005215,            0.005215
                 147,             0.03197,            0.025863,                   0,               0.974,              0.9368,             0.98018,              0.7716,            0.018292,           0.0094404,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.031846,            0.025502,                   0,             0.97478,              0.9368,             0.98031,             0.77272,            0.018259,            0.009422,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.032286,            0.025904,                   0,             0.97513,             0.93677,             0.98022,             0.77347,            0.018215,           0.0094047,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.032439,            0.026105,                   0,             0.97537,             0.93628,             0.98031,             0.77348,            0.018198,            0.009392,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.032245,            0.026036,                   0,             0.97525,             0.93628,             0.98013,             0.77423,            0.018176,           0.0093818,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.031574,            0.025705,                   0,             0.97583,              0.9359,             0.98076,              0.7745,            0.018167,           0.0093736,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.031704,             0.02558,                   0,             0.97607,             0.93663,             0.98074,             0.77484,            0.018142,           0.0093631,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.031864,            0.025669,                   0,             0.97645,             0.93695,              0.9805,             0.77499,            0.018114,            0.009349,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.031647,             0.02578,                   0,             0.97636,             0.93706,             0.98065,             0.77542,            0.018096,           0.0093389,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.031882,            0.025438,                   0,             0.97644,             0.93734,             0.98054,             0.77588,            0.018066,           0.0093253,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.031452,            0.025414,                   0,             0.97617,             0.93795,             0.98057,             0.77626,            0.018048,           0.0093147,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.031751,            0.025529,                   0,             0.97661,             0.93783,             0.98056,             0.77655,            0.018021,           0.0092991,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.031856,             0.02564,                   0,             0.97673,              0.9382,             0.98048,              0.7767,            0.017993,            0.009288,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.031571,            0.025943,                   0,             0.97628,             0.93821,             0.98039,             0.77759,            0.017957,           0.0092734,                   0,            0.004753,            0.004753,            0.004753
                 161,             0.03144,            0.025402,                   0,             0.97659,             0.93786,             0.98038,             0.77815,            0.017937,           0.0092617,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.031553,            0.025573,                   0,             0.97718,             0.93777,              0.9805,             0.77848,            0.017927,           0.0092539,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.031476,            0.025675,                   0,             0.97728,             0.93823,             0.98054,             0.77903,            0.017897,           0.0092407,                   0,            0.004654,            0.004654,            0.004654
                 164,             0.03094,            0.024808,                   0,             0.97733,             0.93852,             0.98061,             0.77933,            0.017879,           0.0092302,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.031552,            0.024983,                   0,             0.97716,             0.93869,             0.98084,              0.7795,            0.017854,           0.0092208,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.031416,            0.025283,                   0,             0.97736,             0.93806,             0.98077,             0.77972,            0.017834,           0.0092113,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.030976,            0.025277,                   0,              0.9777,             0.93819,             0.98107,             0.78013,            0.017816,           0.0092005,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.031142,             0.02518,                   0,              0.9777,             0.93823,             0.98105,             0.78041,            0.017799,           0.0091906,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.030936,            0.024885,                   0,             0.97802,             0.93829,             0.98092,             0.78063,            0.017782,           0.0091805,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.030942,            0.024856,                   0,             0.97791,               0.939,             0.98117,             0.78111,            0.017764,           0.0091686,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.030762,            0.024716,                   0,             0.97788,             0.93908,             0.98115,             0.78128,            0.017744,           0.0091579,                   0,             0.00439,             0.00439,             0.00439
